contig_id,orf_id,protein_id,mibig_name,start,stop,CDS_product,ground_truth,mibig_chemotypes
3295416311,3295416311_220_1590,634325548,BGC0002026,220,1590,['PAS/PAC sensor protein'],True,NRP__Polyketide
3295416311,3295416311_1897_2754,2482728500,BGC0002026,1897,2754,['signal peptide protein'],True,NRP__Polyketide
3295416311,3295416311_2782_3441,1675994141,BGC0002026,2782,3441,['imidazole glycerol phosphate synthase subunit'],True,NRP__Polyketide
3295416311,3295416311_3443_4030,738923138,BGC0002026,3443,4030,['HisB protein'],True,NRP__Polyketide
3295416311,3295416311_4355_13003,3657710304,BGC0002026,4355,13003,['polyketide synthase'],True,NRP__Polyketide
3295416311,3295416311_13014_41873,804679481,BGC0002026,13014,41873,['polyketide synthase/nonribosomal peptide synthetase'],True,NRP__Polyketide
3295416311,3295416311_42481_43359,111193811,BGC0002026,42481,43359,['secreted protein'],True,NRP__Polyketide
3295416311,3295416311_43429_45849,2304303041,BGC0002026,43429,45849,['Lon protease 2'],True,NRP__Polyketide
3295416311,3295416311_45868_48204,2986811557,BGC0002026,45868,48204,['hypothetical protein'],True,NRP__Polyketide
3295416311,3295416311_48220_50769,1768027037,BGC0002026,48220,50769,['two-component hybrid sensor and regulator'],True,NRP__Polyketide
3295416311,3295416311_50821_52578,2710564129,BGC0002026,50821,52578,['multi-sensor hybrid histidine kinase'],True,NRP__Polyketide
3295416311,3295416311_52697_53482,139407865,BGC0002026,52697,53482,['exodeoxyribonuclease III'],True,NRP__Polyketide
3295416311,3295416311_53589_55292,1147803975,BGC0002026,53589,55292,['hypothetical protein'],True,NRP__Polyketide
3295416311,3295416311_55289_56581,673874182,BGC0002026,55289,56581,['histidyl-tRNA synthetase'],True,NRP__Polyketide
3295416311,3295416311_56763_57197,2198257477,BGC0002026,56763,57197,['Holliday junction resolvase'],True,NRP__Polyketide
