contig_id,orf_id,protein_id,mibig_name,start,stop,CDS_product,ground_truth,mibig_chemotypes
2386239323,2386239323_2_286,3127126488,BGC0000225,2,286,,False,
2386239323,2386239323_439_903,2631197388,BGC0000225,439,903,,False,
2386239323,2386239323_1563_3875,2708604899,BGC0000225,1563,3875,['FrnA'],True,Polyketide
2386239323,2386239323_3872_4843,1234568708,BGC0000225,3872,4843,['membrane protein of putative ABC transporter'],True,Polyketide
2386239323,2386239323_4824_5771,3589125467,BGC0000225,4824,5771,,True,Polyketide
2386239323,2386239323_5768_7342,107378682,BGC0000225,5768,7342,['ATPase component of putative ABC transporter'],True,Polyketide
2386239323,2386239323_7460_8110,1967603526,BGC0000225,7460,8110,['FrnE'],True,Polyketide
2386239323,2386239323_8271_9824,1376168721,BGC0000225,8271,9824,['putative antibiotic antiporter'],True,Polyketide
2386239323,2386239323_10091_10939,2916081869,BGC0000225,10091,10939,['pathway specific regulator'],True,Polyketide
2386239323,2386239323_11033_11548,585303859,BGC0000225,11033,11548,['actVB homolog'],True,Polyketide
2386239323,2386239323_11545_12555,121257116,BGC0000225,11545,12555,['putative four carbon starter unit synthase'],True,Polyketide
2386239323,2386239323_12736_12993,3013423298,BGC0000225,12736,12993,['acyl carrier protein'],True,Polyketide
2386239323,2386239323_13081_14136,2013230391,BGC0000225,13081,14136,['putative acyltransferase for starter unit'],True,Polyketide
2386239323,2386239323_14336_15613,835556535,BGC0000225,14336,15613,['ketoacyl synthase'],True,Polyketide
2386239323,2386239323_15694_16974,3174648492,BGC0000225,15694,16974,['chain length factor'],True,Polyketide
2386239323,2386239323_17047_17298,2099087294,BGC0000225,17047,17298,['acyl carrier protein'],True,Polyketide
2386239323,2386239323_17380_17862,2046337608,BGC0000225,17380,17862,['actVI-ORFA homolog'],True,Polyketide
2386239323,2386239323_18015_18830,2209477997,BGC0000225,18015,18830,['ketoreductase'],True,Polyketide
2386239323,2386239323_18830_19825,3269570905,BGC0000225,18830,19825,['aromatase'],True,Polyketide
2386239323,2386239323_19822_20766,3491942479,BGC0000225,19822,20766,['cyclase/dehydrase'],True,Polyketide
2386239323,2386239323_20917_21810,1800239071,BGC0000225,20917,21810,['FrnS'],True,Polyketide
2386239323,2386239323_21831_23021,4214461421,BGC0000225,21831,23021,['putative enoyl reductase'],True,Polyketide
2386239323,2386239323_23106_23417,299055265,BGC0000225,23106,23417,['quinone-forming monooxygenase'],True,Polyketide
2386239323,2386239323_23613_25058,2811402314,BGC0000225,23613,25058,,False,
