contig_id,orf_id,protein_id,mibig_name,start,stop,CDS_product,ground_truth,mibig_chemotypes
4184166688,4184166688_419_736,3626247086,BGC0002366,419,736,,False,
4184166688,4184166688_953_1939,4078089872,BGC0002366,953,1939,['EncT'],True,Polyketide
4184166688,4184166688_2477_3124,1339284819,BGC0002366,2477,3124,['EncS'],True,Polyketide
4184166688,4184166688_3217_4422,1334814964,BGC0002366,3217,4422,['EncR'],True,Polyketide
4184166688,4184166688_4419_4661,3380391140,BGC0002366,4419,4661,['EncQ'],True,Polyketide
4184166688,4184166688_4966_6537,2554460879,BGC0002366,4966,6537,['EncP'],True,Polyketide
4184166688,4184166688_6564_6956,1413439873,BGC0002366,6564,6956,['EncO'],True,Polyketide
4184166688,4184166688_6998_8566,1087176174,BGC0002366,6998,8566,['EncN'],True,Polyketide
4184166688,4184166688_8678_10072,3250078686,BGC0002366,8678,10072,['EncM'],True,Polyketide
4184166688,4184166688_10130_11152,3174086702,BGC0002366,10130,11152,['EncL'],True,Polyketide
4184166688,4184166688_11206_11454,1845986968,BGC0002366,11206,11454,['EncC'],True,Polyketide
4184166688,4184166688_11502_12725,3576706050,BGC0002366,11502,12725,['EncB'],True,Polyketide
4184166688,4184166688_12722_14044,2765832926,BGC0002366,12722,14044,['EncA'],True,Polyketide
4184166688,4184166688_14182_14982,4294011703,BGC0002366,14182,14982,['EncD'],True,Polyketide
4184166688,4184166688_15010_15735,4009447993,BGC0002366,15010,15735,['EncK'],True,Polyketide
4184166688,4184166688_15750_16952,4225770601,BGC0002366,15750,16952,['EncJ'],True,Polyketide
4184166688,4184166688_17098_17874,1349522282,BGC0002366,17098,17874,['EncI'],True,Polyketide
4184166688,4184166688_17871_19478,2757210861,BGC0002366,17871,19478,['EncH'],True,Polyketide
4184166688,4184166688_19690_20145,1788467054,BGC0002366,19690,20145,['EncG'],True,Polyketide
4184166688,4184166688_20217_21068,2736150585,BGC0002366,20217,21068,['EncF'],True,Polyketide
4184166688,4184166688_21826_22278,3048762322,BGC0002366,21826,22278,['EncE'],True,Polyketide
4184166688,4184166688_22651_22905,39995543,BGC0002366,22651,22905,,False,
4184166688,4184166688_22905_23000,3585741420,BGC0002366,22905,23000,,False,
