contig_id,orf_id,protein_id,mibig_name,start,stop,CDS_product,ground_truth,mibig_chemotypes
3933370077,3933370077_1_1326,1056452864,BGC0001351,1,1326,['L-ornithine-5-monooxygenase'],True,NRP
3933370077,3933370077_1410_2363,1094142209,BGC0001351,1410,2363,['formyltransferase'],True,NRP
3933370077,3933370077_2808_3824,3898555742,BGC0001351,2808,3824,['putative iron(III)/siderophore ABC transporter substrate binding protein'],True,NRP
3933370077,3933370077_3889_7368,1572049138,BGC0001351,3889,7368,['nonribosomal peptide synthetase'],True,NRP
3933370077,3933370077_7426_15306,3907908802,BGC0001351,7426,15306,['nonribosomal peptide synthetase'],True,NRP
3933370077,3933370077_15303_19814,1475010474,BGC0001351,15303,19814,['nonribosomal peptide synthetas'],True,NRP
3933370077,3933370077_19811_22984,1028410348,BGC0001351,19811,22984,['nonribosomal peptide synthetase'],True,NRP
3933370077,3933370077_22984_23202,3286666183,BGC0001351,22984,23202,['MbtH-like protein'],True,NRP
3933370077,3933370077_23206_23694,2388973080,BGC0001351,23206,23694,['aspartate 1-decarboxylase'],True,NRP
3933370077,3933370077_23736_24548,89088431,BGC0001351,23736,24548,['alpha-beta hydrolase'],True,NRP
3933370077,3933370077_24576_25865,657893761,BGC0001351,24576,25865,['siderophore export protein'],True,NRP
3933370077,3933370077_25874_27208,414882771,BGC0001351,25874,27208,['salicylate synthase'],True,NRP
3933370077,3933370077_27449_29083,4114939388,BGC0001351,27449,29083,['salicylate-AMP ligase'],True,NRP
3933370077,3933370077_29073_30131,2339547072,BGC0001351,29073,30131,['iron ABC transporter permease'],True,NRP
3933370077,3933370077_30128_31189,3533062091,BGC0001351,30128,31189,['iron ABC transporter permease'],True,NRP
3933370077,3933370077_31284_33128,2081859291,BGC0001351,31284,33128,['FAD/iron sulfur cluster binding oxidoreductase'],True,NRP
3933370077,3933370077_33113_34198,4288554161,BGC0001351,33113,34198,"['putative peptidase C45, acyl-coenzyme A/6-aminopenicillanic acid acyl-transferase']",True,NRP
3933370077,3933370077_34183_35217,3281879881,BGC0001351,34183,35217,['putative 6-aminohexanoate-oligomer hydrolase'],True,NRP
3933370077,3933370077_35214_35969,2667989183,BGC0001351,35214,35969,['putative ABC transporter ATPase'],True,NRP
3933370077,3933370077_35966_36955,1361492577,BGC0001351,35966,36955,['putative ABC transporter ATPase'],True,NRP
3933370077,3933370077_36952_37812,4202325233,BGC0001351,36952,37812,['putative ABC transporter permease'],True,NRP
3933370077,3933370077_37809_38780,1138010314,BGC0001351,37809,38780,['putative ABC transporter permease'],True,NRP
3933370077,3933370077_38787_40394,1631947427,BGC0001351,38787,40394,['putative extracellular solute-binding protein'],True,NRP
3933370077,3933370077_40607_41608,201321900,BGC0001351,40607,41608,['LacI-family transcriptional regulator'],True,NRP
