contig_id,orf_id,protein_id,mibig_name,start,stop,CDS_product,ground_truth,mibig_chemotypes
3644930573,3644930573_20_1459,1150812503,BGC0000425,20,1459,['outer membrane efflux protein'],True,NRP
3644930573,3644930573_1522_2337,3302596737,BGC0000425,1522,2337,['LuxR family transcriptional regulator'],True,NRP
3644930573,3644930573_2647_4344,3495815468,BGC0000425,2647,4344,['cyclic peptide transporter'],True,NRP
3644930573,3644930573_4441_4740,1027738285,BGC0000425,4441,4740,,True,NRP
3644930573,3644930573_4806_24047,168933713,BGC0000425,4806,24047,['nonribosomal peptide synthetase'],True,NRP
3644930573,3644930573_24044_43444,3124789662,BGC0000425,24044,43444,['nonribosomal peptide synthetase'],True,NRP
3644930573,3644930573_43822_64995,3576591528,BGC0000425,43822,64995,['nonribosomal peptide synthetase'],True,NRP
3644930573,3644930573_65117_66268,1468643304,BGC0000425,65117,66268,['macrolide-specific efflux protein'],True,NRP
3644930573,3644930573_66271_68229,3659072696,BGC0000425,66271,68229,['macrolide export ATP-binding/permease protein MacB'],True,NRP
3644930573,3644930573_68337_69668,1951282445,BGC0000425,68337,69668,['diaminobutyrate-2-oxoglutarate aminotransferase'],True,NRP
