contig_id,orf_id,protein_id,mibig_name,start,stop,CDS_product,ground_truth,mibig_chemotypes
272358103,272358103_1_240,146913885,BGC0001789,1,240,,False,
272358103,272358103_337_1710,1336874201,BGC0001789,337,1710,['protease'],True,RiPP
272358103,272358103_1751_2449,2755753,BGC0001789,1751,2449,['response regulator'],True,RiPP
272358103,272358103_2427_3791,2903955323,BGC0001789,2427,3791,['sensor histidine kinase'],True,RiPP
272358103,272358103_3963_4664,2517046333,BGC0001789,3963,4664,['immunity protein'],True,RiPP
272358103,272358103_4657_5394,4033544283,BGC0001789,4657,5394,['immunity protein'],True,RiPP
272358103,272358103_5372_6058,232331036,BGC0001789,5372,6058,['immunity protein'],True,RiPP
272358103,272358103_6407_6574,3421158087,BGC0001789,6407,6574,['suicin 90-1330 precursor'],True,RiPP
272358103,272358103_6815_9790,1602316933,BGC0001789,6815,9790,['dehydratase'],True,RiPP
272358103,272358103_9771_11579,108677584,BGC0001789,9771,11579,['ABC transporter'],True,RiPP
272358103,272358103_11572_12849,1775009093,BGC0001789,11572,12849,['cyclase'],True,RiPP
272358103,272358103_12851_13567,2260531559,BGC0001789,12851,13567,['immunity protein'],True,RiPP
