contig_id,orf_id,protein_id,mibig_name,start,stop,CDS_product,ground_truth,mibig_chemotypes
2451527648,2451527648_425_727,1751586553,BGC0001349,425,727,,False,
2451527648,2451527648_880_1650,1638843658,BGC0001349,880,1650,['methyltransferase'],True,NRP__Polyketide
2451527648,2451527648_1739_2281,745210131,BGC0001349,1739,2281,['transcriptional regulator'],True,NRP__Polyketide
2451527648,2451527648_2662_3774,2852658809,BGC0001349,2662,3774,['HerI'],True,NRP__Polyketide
2451527648,2451527648_3771_5855,3239749028,BGC0001349,3771,5855,['HerC'],True,NRP__Polyketide
2451527648,2451527648_5886_6449,3072229251,BGC0001349,5886,6449,['HerU'],True,NRP__Polyketide
2451527648,2451527648_6446_17113,3585896161,BGC0001349,6446,17113,['HerB'],True,NRP__Polyketide
2451527648,2451527648_17201_18799,3736585578,BGC0001349,17201,18799,['HerJ'],True,NRP__Polyketide
2451527648,2451527648_19157_20098,3687080545,BGC0001349,19157,20098,['HerK'],True,NRP__Polyketide
2451527648,2451527648_20113_20349,421874998,BGC0001349,20113,20349,['HerS'],True,NRP__Polyketide
2451527648,2451527648_20468_21982,540101544,BGC0001349,20468,21982,['HerL'],True,NRP__Polyketide
2451527648,2451527648_21965_22627,994736592,BGC0001349,21965,22627,['HerM'],True,NRP__Polyketide
2451527648,2451527648_22663_24225,906580064,BGC0001349,22663,24225,['HerN'],True,NRP__Polyketide
2451527648,2451527648_24299_25546,329009365,BGC0001349,24299,25546,['HerO'],True,NRP__Polyketide
2451527648,2451527648_25639_35769,4122679127,BGC0001349,25639,35769,['HerD'],True,NRP__Polyketide
2451527648,2451527648_35777_36712,3428998308,BGC0001349,35777,36712,['HerP'],True,NRP__Polyketide
2451527648,2451527648_36832_42825,4161744317,BGC0001349,36832,42825,['HerG'],True,NRP__Polyketide
2451527648,2451527648_42833_53008,1296666194,BGC0001349,42833,53008,['HerF'],True,NRP__Polyketide
2451527648,2451527648_53050_57999,3708033761,BGC0001349,53050,57999,['HerE'],True,NRP__Polyketide
2451527648,2451527648_58528_61344,1730062927,BGC0001349,58528,61344,['HerR'],True,NRP__Polyketide
2451527648,2451527648_61968_64952,3955859340,BGC0001349,61968,64952,['HerH'],True,NRP__Polyketide
2451527648,2451527648_65521_79383,1758794449,BGC0001349,65521,79383,['HerA1'],True,NRP__Polyketide
2451527648,2451527648_79416_82562,1333894614,BGC0001349,79416,82562,['HerA2'],True,NRP__Polyketide
2451527648,2451527648_82665_83105,4128970008,BGC0001349,82665,83105,['hypothetical protein'],True,NRP__Polyketide
2451527648,2451527648_83402_84595,3318535734,BGC0001349,83402,84595,['transcriptional regulator'],True,NRP__Polyketide
