contig_id,orf_id,protein_id,mibig_name,start,stop,CDS_product,ground_truth,mibig_chemotypes
2569503296,2569503296_1_789,1602244959,BGC0001813,1,789,['hypothetical protein'],True,NRP
2569503296,2569503296_978_2735,260234746,BGC0001813,978,2735,['DUF262 domain-containing HNH endonuclease family protein'],True,NRP
2569503296,2569503296_3043_3519,3901548590,BGC0001813,3043,3519,['MSMEG_6728 family protein'],True,NRP
2569503296,2569503296_3655_14343,1406690926,BGC0001813,3655,14343,['non-ribosomal peptide synthetase'],True,NRP
2569503296,2569503296_14452_15183,890915960,BGC0001813,14452,15183,"[""4'-phosphopantetheinyl transferase superfamily protein""]",True,NRP
2569503296,2569503296_15209_16852,928315382,BGC0001813,15209,16852,['amino acid adenylation domain-containing protein'],True,NRP
2569503296,2569503296_16849_18123,2206070547,BGC0001813,16849,18123,['MFS transporter'],True,NRP
2569503296,2569503296_18120_19268,1910509455,BGC0001813,18120,19268,['HAD-IIIC family phosphatase'],True,NRP
2569503296,2569503296_19274_20296,3046165785,BGC0001813,19274,20296,['3-oxoacyl-ACP synthase III'],True,NRP
2569503296,2569503296_20293_21408,2070147439,BGC0001813,20293,21408,['acyl-CoA dehydrogenase family protein'],True,NRP
2569503296,2569503296_21405_21698,4001273550,BGC0001813,21405,21698,['acyl carrier protein'],True,NRP
2569503296,2569503296_21695_22603,4087429175,BGC0001813,21695,22603,['3-hydroxyacyl-CoA dehydrogenase family protein'],True,NRP
2569503296,2569503296_22600_26034,3093880503,BGC0001813,22600,26034,['thioester reductase domain-containing protein'],True,NRP
2569503296,2569503296_26031_26402,4102003888,BGC0001813,26031,26402,['acyl carrier protein'],True,NRP
2569503296,2569503296_26428_27261,1224121131,BGC0001813,26428,27261,['sugar phosphate isomerase/epimerase'],True,NRP
2569503296,2569503296_27299_28063,2106360803,BGC0001813,27299,28063,,False,
2569503296,2569503296_28042_28110,4150637277,BGC0001813,28042,28110,,False,
