contig_id,orf_id,protein_id,mibig_name,start,stop,CDS_product,ground_truth,mibig_chemotypes
88317071,88317071_126_935,3267512863,BGC0002426,126,935,['hypothetical protein'],True,NRP
88317071,88317071_932_1999,150417640,BGC0002426,932,1999,['hypothetical protein'],True,NRP
88317071,88317071_2155_3336,3032908304,BGC0002426,2155,3336,['hypothetical protein'],True,NRP
88317071,88317071_3382_4137,1011246038,BGC0002426,3382,4137,"['L,D-transpeptidase']",True,NRP
88317071,88317071_4358_5893,2609613671,BGC0002426,4358,5893,['sigma-70 family RNA polymerase sigma factor'],True,NRP
88317071,88317071_5921_6991,900808293,BGC0002426,5921,6991,['AsnC family transcriptional regulator'],True,NRP
88317071,88317071_7176_8567,1178022856,BGC0002426,7176,8567,['MFS transporter'],True,NRP
88317071,88317071_8564_9775,1958120894,BGC0002426,8564,9775,['amidohydrolase'],True,NRP
88317071,88317071_9795_10580,2125218595,BGC0002426,9795,10580,['DeoR/GlpR transcriptional regulator'],True,NRP
88317071,88317071_10614_10991,3234164751,BGC0002426,10614,10991,['hypothetical protein'],True,NRP
88317071,88317071_10988_11656,2566750272,BGC0002426,10988,11656,['NUDIX domain-containing protein'],True,NRP
88317071,88317071_11683_12561,833929282,BGC0002426,11683,12561,['NAD(P)-dependent oxidoreductase'],True,NRP
88317071,88317071_12583_13800,906795901,BGC0002426,12583,13800,['cytochrome P450'],True,NRP
88317071,88317071_13854_15473,3745697878,BGC0002426,13854,15473,['FAD-binding monooxygenase'],True,NRP
88317071,88317071_15791_16525,2170653805,BGC0002426,15791,16525,['methyltransferase'],True,NRP
88317071,88317071_16555_18186,1747980681,BGC0002426,16555,18186,['FAD-dependent monooxygenase'],True,NRP
88317071,88317071_18186_18932,1283464839,BGC0002426,18186,18932,['methyltransferase'],True,NRP
88317071,88317071_19489_20079,132808217,BGC0002426,19489,20079,['TetR family transcriptional regulator'],True,NRP
88317071,88317071_20160_21752,3562748903,BGC0002426,20160,21752,['MFS transporter'],True,NRP
88317071,88317071_22192_22932,463596304,BGC0002426,22192,22932,['glyoxalase'],True,NRP
88317071,88317071_23004_24038,3038503206,BGC0002426,23004,24038,['O-methyltransferase'],True,NRP
88317071,88317071_24103_24801,705664851,BGC0002426,24103,24801,['3-oxoacyl-(acyl-carrier protein) reductase'],True,NRP
88317071,88317071_24785_26122,2078067970,BGC0002426,24785,26122,['potassium transporter'],True,NRP
88317071,88317071_26122_27399,1001835817,BGC0002426,26122,27399,['halogenase'],True,NRP
88317071,88317071_27443_27799,443085354,BGC0002426,27443,27799,['cyclase'],True,NRP
88317071,88317071_27796_28287,3513009473,BGC0002426,27796,28287,['polyketide cyclase'],True,NRP
88317071,88317071_28284_28523,4076892743,BGC0002426,28284,28523,['putative acyl carrier protein'],True,NRP
88317071,88317071_28560_29819,212722554,BGC0002426,28560,29819,['keto-acyl synthase beta'],True,NRP
88317071,88317071_29816_31081,1915779653,BGC0002426,29816,31081,['polyketide beta-ketoacyl synthase alpha'],True,NRP
88317071,88317071_31078_31479,2016043680,BGC0002426,31078,31479,['polyketide WhiE II'],True,NRP
88317071,88317071_31476_32153,999747456,BGC0002426,31476,32153,['WhiE protein'],True,NRP
88317071,88317071_32272_33747,950320253,BGC0002426,32272,33747,['MFS transporter'],True,NRP
88317071,88317071_33862_34527,1081477789,BGC0002426,33862,34527,['transcriptional regulator TetR family'],True,NRP
88317071,88317071_34490_35545,2036156652,BGC0002426,34490,35545,['methyltransferase'],True,NRP
88317071,88317071_35571_38414,4190475853,BGC0002426,35571,38414,['LuxR family transcriptional regulator'],True,NRP
88317071,88317071_38571_40472,2667600358,BGC0002426,38571,40472,['AfsR/SARP family transcriptional regulator'],True,NRP
88317071,88317071_40623_41891,2250400789,BGC0002426,40623,41891,['RebP-like cytochrome P450'],True,NRP
88317071,88317071_41916_45134,1721032324,BGC0002426,41916,45134,['chromopyrolic acid synthase'],True,NRP
88317071,88317071_45131_46594,842496309,BGC0002426,45131,46594,['FAD-dependent oxidoreductase'],True,NRP
88317071,88317071_46837_48426,2668253338,BGC0002426,46837,48426,['BabH2 tryptophan 7-halogenase'],True,NRP
88317071,88317071_48423_48950,2385228858,BGC0002426,48423,48950,['flavin reductase family protein'],True,NRP
88317071,88317071_48956_49639,1918056420,BGC0002426,48956,49639,['alpha/beta hydrolase'],True,NRP
88317071,88317071_49636_50124,629161786,BGC0002426,49636,50124,['SnoaL-like domain-containing protein'],True,NRP
88317071,88317071_50186_51133,3242994929,BGC0002426,50186,51133,['zinc-binding dehydrogenase'],True,NRP
88317071,88317071_51269_51955,1077371472,BGC0002426,51269,51955,['TetR family transcriptional regulator'],True,NRP
88317071,88317071_52176_52559,3281302834,BGC0002426,52176,52559,['hypothetical protein'],True,NRP
88317071,88317071_52594_52812,3164793433,BGC0002426,52594,52812,['hypothetical protein'],True,NRP
