contig_id,orf_id,protein_id,mibig_name,start,stop,CDS_product,ground_truth,mibig_chemotypes
3989395228,3989395228_1_1482,929996929,BGC0000129,1,1482,"['adenylate-forming enzyme, putative']",True,Polyketide
3989395228,3989395228_1545_1802,1802330977,BGC0000129,1545,1802,"['adenylate-forming enzyme, putative']",True,Polyketide
3989395228,3989395228_2042_3043,317924017,BGC0000129,2042,3043,"['LovB-like polyketide synthase, putative']",True,Polyketide
3989395228,3989395228_3044_9433,1992253040,BGC0000129,3044,9433,"['LovB-like polyketide synthase, putative']",True,Polyketide
3989395228,3989395228_9927_10418,1868719356,BGC0000129,9927,10418,"['cytochrome P450 monooxygenase, putative']",True,Polyketide
3989395228,3989395228_10592_10726,836685684,BGC0000129,10592,10726,"['cytochrome P450 monooxygenase, putative']",True,Polyketide
3989395228,3989395228_10720_11391,3510837595,BGC0000129,10720,11391,"['cytochrome P450 monooxygenase, putative']",True,Polyketide
3989395228,3989395228_11361_11819,3787779078,BGC0000129,11361,11819,"['cytochrome P450 monooxygenase, putative']",True,Polyketide
3989395228,3989395228_12072_12281,3608259252,BGC0000129,12072,12281,,True,Polyketide
3989395228,3989395228_12558_12914,1280340283,BGC0000129,12558,12914,,True,Polyketide
3989395228,3989395228_12935_13153,577478070,BGC0000129,12935,13153,"['cytochrome P450 monooxygenase, putative']",True,Polyketide
3989395228,3989395228_13134_13352,1163470425,BGC0000129,13134,13352,,True,Polyketide
3989395228,3989395228_13364_13987,3069244286,BGC0000129,13364,13987,"['cytochrome P450 monooxygenase, putative']",True,Polyketide
3989395228,3989395228_14062_14424,2642753033,BGC0000129,14062,14424,"['cytochrome P450 monooxygenase, putative']",True,Polyketide
3989395228,3989395228_14615_14806,2907859903,BGC0000129,14615,14806,,True,Polyketide
3989395228,3989395228_14902_15468,1206608805,BGC0000129,14902,15468,['integral membrane protein'],True,Polyketide
3989395228,3989395228_16055_16753,2361257879,BGC0000129,16055,16753,"['FAD-dependent monooxygenase (PaxM), putative']",True,Polyketide
3989395228,3989395228_16880_17200,255492730,BGC0000129,16880,17200,"['FAD-dependent monooxygenase (PaxM), putative']",True,Polyketide
3989395228,3989395228_17178_17690,3945489165,BGC0000129,17178,17690,"['FAD-dependent monooxygenase (PaxM), putative']",True,Polyketide
3989395228,3989395228_18338_18511,2266508432,BGC0000129,18338,18511,"['UbiA-like prenyltransferase, putative']",True,Polyketide
3989395228,3989395228_18565_19128,559727681,BGC0000129,18565,19128,"['UbiA-like prenyltransferase, putative']",True,Polyketide
3989395228,3989395228_19424_20965,1520401664,BGC0000129,19424,20965,"['acetyltransferase, putative']",True,Polyketide
3989395228,3989395228_21398_21487,2916735445,BGC0000129,21398,21487,,True,Polyketide
3989395228,3989395228_21707_22498,335464824,BGC0000129,21707,22498,"['toxin biosynthesis protein Tri7-like, putative']",True,Polyketide
3989395228,3989395228_22618_23079,1707836872,BGC0000129,22618,23079,"['toxin biosynthesis protein Tri7-like, putative']",True,Polyketide
