contig_id,orf_id,protein_id,mibig_name,start,stop,CDS_product,ground_truth,mibig_chemotypes
2085681241,2085681241_1_909,871041769,BGC0000135,1,909,['putative amidohydrolase'],True,Polyketide
2085681241,2085681241_954_1637,3273954747,BGC0000135,954,1637,['hypothetical protein'],True,Polyketide
2085681241,2085681241_1874_2899,766866830,BGC0000135,1874,2899,['putative amidohydrolase'],True,Polyketide
2085681241,2085681241_3134_3793,691501175,BGC0000135,3134,3793,['putative transcriptional regulator'],True,Polyketide
2085681241,2085681241_4375_5676,2494226388,BGC0000135,4375,5676,['putative transporter'],True,Polyketide
2085681241,2085681241_5725_6399,529512851,BGC0000135,5725,6399,['putative transcriptional regulator'],True,Polyketide
2085681241,2085681241_6591_7436,153310715,BGC0000135,6591,7436,['putative transcriptional regulator'],True,Polyketide
2085681241,2085681241_7941_8942,997761164,BGC0000135,7941,8942,['putative 3-oxoacyl-ACP synthase'],True,Polyketide
2085681241,2085681241_8942_10690,3392540701,BGC0000135,8942,10690,['putative CoA ligase'],True,Polyketide
2085681241,2085681241_10719_12050,3408679792,BGC0000135,10719,12050,['putative CoA reductase carboxylase'],True,Polyketide
2085681241,2085681241_12684_28304,3911719310,BGC0000135,12684,28304,['polyketide synthase'],True,Polyketide
2085681241,2085681241_28332_39506,1494906312,BGC0000135,28332,39506,['polyketide synthase'],True,Polyketide
2085681241,2085681241_39521_40624,527222958,BGC0000135,39521,40624,['putative dehydrogenase'],True,Polyketide
2085681241,2085681241_40693_42144,3346402158,BGC0000135,40693,42144,['putative aldehyde dehydrogenase'],True,Polyketide
2085681241,2085681241_42227_43048,4154188390,BGC0000135,42227,43048,['dihydroxy ketone synthase'],True,Polyketide
2085681241,2085681241_43118_44641,2648301457,BGC0000135,43118,44641,['putative FAD dependent oxidoreductase'],True,Polyketide
2085681241,2085681241_44684_45877,4103700747,BGC0000135,44684,45877,['putative monooxygenase'],True,Polyketide
2085681241,2085681241_45944_46954,2082812170,BGC0000135,45944,46954,['spiroacetal synthase'],True,Polyketide
2085681241,2085681241_47335_48279,2085288383,BGC0000135,47335,48279,['putative malonyl transferase'],True,Polyketide
2085681241,2085681241_48311_49384,625769856,BGC0000135,48311,49384,['hypothetical protein'],True,Polyketide
2085681241,2085681241_49561_50523,3877645664,BGC0000135,49561,50523,['putative quinone oxidoreductase'],True,Polyketide
2085681241,2085681241_50747_51664,2697183770,BGC0000135,50747,51664,['putative thioesterase'],True,Polyketide
2085681241,2085681241_52185_71039,2771291617,BGC0000135,52185,71039,['polyketide synthase'],True,Polyketide
2085681241,2085681241_71116_92208,1293882944,BGC0000135,71116,92208,['polyketide synthase'],True,Polyketide
2085681241,2085681241_92596_95367,259833338,BGC0000135,92596,95367,['putative transcriptional regulator'],True,Polyketide
2085681241,2085681241_95517_96494,653832143,BGC0000135,95517,96494,['hypothetical protein'],True,Polyketide
2085681241,2085681241_96726_98486,1956980094,BGC0000135,96726,98486,['putative transporter'],True,Polyketide
2085681241,2085681241_98501_99700,3158483452,BGC0000135,98501,99700,['putative transporter'],True,Polyketide
2085681241,2085681241_99718_100890,894889841,BGC0000135,99718,100890,['putative peptidase'],True,Polyketide
2085681241,2085681241_100893_101957,641426522,BGC0000135,100893,101957,['putative oxidoreductase'],True,Polyketide
2085681241,2085681241_101954_102976,2489147026,BGC0000135,101954,102976,['putative dehydrogenase'],True,Polyketide
2085681241,2085681241_102995_103888,1319882808,BGC0000135,102995,103888,['putative hydrolase'],True,Polyketide
2085681241,2085681241_103885_104853,3279985570,BGC0000135,103885,104853,['hypothetical protein'],True,Polyketide
