contig_id,orf_id,protein_id,mibig_name,start,stop,CDS_product,ground_truth,mibig_chemotypes
3680414131,3680414131_1_726,893645458,BGC0001753,1,726,['trypsin-like serine protease'],True,RiPP
3680414131,3680414131_902_1705,114756290,BGC0001753,902,1705,['NshR/TsnR family 23S rRNA methyltransferase'],True,RiPP
3680414131,3680414131_1778_2977,128119531,BGC0001753,1778,2977,['cytochrome P450'],True,RiPP
3680414131,3680414131_3162_3815,2098851060,BGC0001753,3162,3815,['class I SAM-dependent methyltransferase'],True,RiPP
3680414131,3680414131_4414_5586,2905309112,BGC0001753,4414,5586,['YcaO-like family protein'],True,RiPP
3680414131,3680414131_5607_6212,873894095,BGC0001753,5607,6212,['hypothetical protein'],True,RiPP
3680414131,3680414131_6256_7869,3990833116,BGC0001753,6256,7869,['tpaE'],True,RiPP
3680414131,3680414131_7873_8571,2895523427,BGC0001753,7873,8571,['tpaF'],True,RiPP
3680414131,3680414131_8600_10348,551702513,BGC0001753,8600,10348,['hypothetical protein'],True,RiPP
3680414131,3680414131_10345_12243,3099245946,BGC0001753,10345,12243,['YcaO-like family protein'],True,RiPP
3680414131,3680414131_12272_14932,3846335695,BGC0001753,12272,14932,['lantibiotic dehydratase family protein'],True,RiPP
3680414131,3680414131_14913_15875,3543345764,BGC0001753,14913,15875,['hypothetical protein'],True,RiPP
3680414131,3680414131_15987_16142,2342897962,BGC0001753,15987,16142,['thiocillin/thiostrepton family thiazolyl peptide'],True,RiPP
3680414131,3680414131_16242_16394,727801346,BGC0001753,16242,16394,['thiocillin/thiostrepton family thiazolyl peptide'],True,RiPP
3680414131,3680414131_16507_17607,250984255,BGC0001753,16507,17607,['hypothetical protein'],True,RiPP
3680414131,3680414131_17657_19621,3127545678,BGC0001753,17657,19621,['RiPP maturation radical SAM C-methyltransferase'],True,RiPP
3680414131,3680414131_19636_20310,1418241601,BGC0001753,19636,20310,['DUF5825 family protein'],True,RiPP
3680414131,3680414131_20314_20652,3790236640,BGC0001753,20314,20652,['hypothetical protein'],True,RiPP
