contig_id,orf_id,protein_id,mibig_name,start,stop,CDS_product,ground_truth,mibig_chemotypes
1248164233,1248164233_1_357,3101272002,BGC0002503,1,357,,False,
1248164233,1248164233_564_2195,3278295519,BGC0002503,564,2195,,False,
1248164233,1248164233_3125_3373,1028414857,BGC0002503,3125,3373,['MbtH family NRPS accessory protein'],True,NRP__Polyketide
1248164233,1248164233_3519_11924,153450560,BGC0002503,3519,11924,['non-ribosomal peptide synthetase'],True,NRP__Polyketide
1248164233,1248164233_11953_25668,1188658049,BGC0002503,11953,25668,['non-ribosomal peptide synthetase'],True,NRP__Polyketide
1248164233,1248164233_25665_29813,220067070,BGC0002503,25665,29813,['non-ribosomal peptide synthetase'],True,NRP__Polyketide
1248164233,1248164233_29813_39121,362817126,BGC0002503,29813,39121,['non-ribosomal peptide synthetase'],True,NRP__Polyketide
1248164233,1248164233_39649_40542,3648707973,BGC0002503,39649,40542,['sterol desaturase family protein'],True,NRP__Polyketide
1248164233,1248164233_40539_41264,1160133940,BGC0002503,40539,41264,"[""4'-phosphopantetheinyl transferase superfamily protein""]",True,NRP__Polyketide
1248164233,1248164233_41330_42115,3703989699,BGC0002503,41330,42115,['thioesterase/alpha/beta fold hydrolase'],True,NRP__Polyketide
1248164233,1248164233_42112_43167,842860240,BGC0002503,42112,43167,['GSCFA domain-containing protein'],True,NRP__Polyketide
1248164233,1248164233_43240_43947,1285437068,BGC0002503,43240,43947,['hypothetical protein'],True,NRP__Polyketide
1248164233,1248164233_44059_44934,683712038,BGC0002503,44059,44934,['taurine dioxygenase'],True,NRP__Polyketide
1248164233,1248164233_45054_45812,3676588182,BGC0002503,45054,45812,,False,
