tensor_id,filename,label
0,pneumocandin.fasta,0
1,BGC0000266.fasta,0
2,BGC0000692.fasta,0
3,BGC0000722.fna,0
4,Totopotensamide_A.fasta,0
5,BGC0000564.fasta,0
6,MW560484.1.fasta,0
7,BGC0002633.fna,0
8,BGC0000801.fna,0
9,BGC0000895.fna,0
10,BGC0000930.fasta,1
11,BGC0001057.fasta,0
12,cornexistin_BGC0001436.fasta,0
13,BGC0001839.fna,1
14,BGC0001396.fasta,0
15,BGC0000457.fasta,0
16,BGC0000636.fna,1
17,BGC0001457.fna,0
18,BGC0000886.fasta,0
19,BGC0001607.fasta,0
20,BGC0001684.fna,0
21,BGC0001283.fna,0
22,BGC0002009.fna,0
23,doxorubicin.fasta,0
24,BGC0001765.fna,0
25,BGC0002677.fna,0
26,BGC0002712.fna,0
27,BGC0001726_pactamides.fasta,0
28,chejuenolide.fasta,0
29,BGC0001122.fasta,0
30,BGC0000047.fasta,0
31,tetronasin.fasta,0
32,BGC0001564_cusperin.fasta,0
33,BGC0002046.fna,0
34,BGC0002197.fna,0
35,BGC0001133.fna,0
36,BGC0001632.fasta,0
37,BGC0002103.fna,0
38,ergovaline.fasta,0
39,BGC0001606_gibepyrone_A.fasta,0
40,BGC0001254.fasta,0
41,BGC0001292.fasta,0
42,polyoxypeptin.fasta,0
43,BGC0000790.fna,0
44,BGC0002070.fna,0
45,coelimycin.fasta,0
46,BGC0001742_piericidin_A1.fasta,0
47,staphylococcin_C55.fasta,0
48,BGC0002152.fna,0
49,BGC0001814_ulleungmycin.fasta,0
50,BGC0001237.fasta,0
51,BGC0001294.fna,0
52,BGC0001910.fna,1
53,BGC0002707.fna,1
54,BGC0000663.fna,1
55,BGC0000792.fna,0
56,BGC0001445_Leporin_B.fasta,0
57,BGC0000150.fasta,0
58,calyculin.fasta,0
59,BGC0001690_natamycin.fasta,0
60,BGC0002093.fna,0
61,BGC0000731.fna,0
62,naphthyridinomycin.fasta,0
63,BGC0002445.fna,1
64,BGC0001570_deimino_antipain.fasta,0
65,BGC0002386.fna,0
66,BGC0002607.fasta,0
67,pelgipeptin.fasta,0
68,BGC0001328_Rakicidin_B.fasta,0
69,fusaridione_A.fasta,0
70,vincenistatin.fasta,0
71,mathermycin.fasta,0
72,BGC0000215.fasta,0
73,BGC0000237.fasta,0
74,BGC0002576.fasta,0
75,FN547928.1.fasta,0
76,BGC0002215.fna,0
77,BGC0001747.fna,0
78,althiomycin.fasta,0
79,BGC0000747.fna,0
80,coelibactin.fasta,0
81,BGC0001651.fna,0
82,BGC0002615.fasta,1
83,BGC0000539.fasta,0
84,BGC0002568.fna,0
85,BGC0000934.fasta,0
86,BGC0001262.fna,0
87,BGC0002172.fna,0
88,BGC0000714.fasta,0
89,matlystatins_BGC0001443.fasta,0
90,BGC0002688.fna,0
91,BGC0000234.fna,0
92,gassericin_A.fasta,0
93,BGC0000646.fna,1
